nrKilled,nrWound,year,country,group,attack,target,weapon
0,0,1998,United Kingdom,Irish National Liberation Army (INLA),Bombing/Explosion,Transportation,Explosives/Bombs/Dynamite
0,0,1998,United Kingdom,Irish National Liberation Army (INLA),Bombing/Explosion,Business,Incendiary
0,6,1998,United Kingdom,Irish National Liberation Army (INLA),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
1,0,1986,United Kingdom,Irish People's Liberation Organization (IPLO),Assassination,Terrorists/Non-State Militia,Firearms
1,0,1987,United Kingdom,Irish People's Liberation Organization (IPLO),Assassination,Terrorists/Non-State Militia,Firearms
1,0,1987,United Kingdom,Irish People's Liberation Organization (IPLO),Assassination,Terrorists/Non-State Militia,Firearms
1,0,1987,United Kingdom,Irish People's Liberation Organization (IPLO),Assassination,Terrorists/Non-State Militia,Firearms
0,1,1987,United Kingdom,Irish People's Liberation Organization (IPLO),Assassination,Government (General),Firearms
1,0,1987,United Kingdom,Irish People's Liberation Organization (IPLO),Assassination,Private Citizens & Property,Firearms
1,0,1988,United Kingdom,Irish People's Liberation Organization (IPLO),Assassination,Terrorists/Non-State Militia,Firearms
0,0,1988,United Kingdom,Irish People's Liberation Organization (IPLO),Assassination,Private Citizens & Property,Firearms
1,0,1988,United Kingdom,Irish People's Liberation Organization (IPLO),Assassination,Private Citizens & Property,Firearms
1,0,1989,United Kingdom,Irish People's Liberation Organization (IPLO),Assassination,Private Citizens & Property,Firearms
1,0,1990,United Kingdom,Irish People's Liberation Organization (IPLO),Assassination,Terrorists/Non-State Militia,Firearms
0,2,1991,United Kingdom,Irish People's Liberation Organization (IPLO),Armed Assault,Business,Firearms
1,0,1991,United Kingdom,Irish People's Liberation Organization (IPLO),Assassination,Military,Firearms
0,1,1991,United Kingdom,Irish People's Liberation Organization (IPLO),Assassination,Private Citizens & Property,Firearms
1,0,1992,United Kingdom,Irish People's Liberation Organization (IPLO),Assassination,Private Citizens & Property,Firearms
1,2,1992,United Kingdom,Irish People's Liberation Organization (IPLO),Assassination,Private Citizens & Property,Firearms
1,0,1992,United Kingdom,Irish People's Liberation Organization (IPLO),Assassination,Private Citizens & Property,Firearms
1,0,1992,United Kingdom,Irish People's Liberation Organization (IPLO),Assassination,Government (General),Firearms
0,0,1992,United Kingdom,Irish People's Liberation Organization (IPLO),Assassination,Government (General),Firearms
0,0,1992,United Kingdom,Irish People's Liberation Organization (IPLO),Assassination,Terrorists/Non-State Militia,Firearms
5,0,1970,United Kingdom,Irish Republican Army (IRA),Armed Assault,Terrorists/Non-State Militia,Incendiary
3,0,1970,United Kingdom,Irish Republican Army (IRA),Armed Assault,Private Citizens & Property,Firearms
1,0,1970,United Kingdom,Irish Republican Army (IRA),Armed Assault,Private Citizens & Property,Firearms
1,0,1970,United Kingdom,Irish Republican Army (IRA),Armed Assault,Private Citizens & Property,Firearms
2,0,1970,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Police,Explosives/Bombs/Dynamite
1,0,1970,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Terrorists/Non-State Militia,Explosives/Bombs/Dynamite
2,0,1970,United Kingdom,Irish Republican Army (IRA),Armed Assault,Private Citizens & Property,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
5,0,1971,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
2,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
2,0,1971,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Utilities,Explosives/Bombs/Dynamite
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
2,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
2,0,1971,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
2,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
3,0,1971,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
2,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Armed Assault,Military,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
2,0,1971,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,NGO,Explosives/Bombs/Dynamite
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
2,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
4,0,1971,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1971,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1971,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
1,0,1972,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Police,Explosives/Bombs/Dynamite
2,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
7,17,1972,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
2,0,1972,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Hostage Taking (Kidnapping),Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
4,0,1972,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Terrorists/Non-State Militia,Explosives/Bombs/Dynamite
7,19,1972,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
2,0,1972,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
2,0,1972,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
7,0,1972,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Armed Assault,Military,Incendiary
1,0,1972,United Kingdom,Irish Republican Army (IRA),Armed Assault,Terrorists/Non-State Militia,Firearms
2,0,1972,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Police,Explosives/Bombs/Dynamite
1,0,1972,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
1,0,1972,United Kingdom,Irish Republican Army (IRA),Armed Assault,Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
1,0,1972,United Kingdom,Irish Republican Army (IRA),Hostage Taking (Kidnapping),Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Business,Explosives/Bombs/Dynamite
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Private Citizens & Property,Explosives/Bombs/Dynamite
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
8,0,1972,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Terrorists/Non-State Militia,Explosives/Bombs/Dynamite
1,0,1972,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
2,0,1972,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Police,Explosives/Bombs/Dynamite
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
3,0,1972,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Terrorists/Non-State Militia,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
3,0,1972,United Kingdom,Irish Republican Army (IRA),Bombing/Explosion,Military,Explosives/Bombs/Dynamite
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Police,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Private Citizens & Property,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Terrorists/Non-State Militia,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
1,0,1972,United Kingdom,Irish Republican Army (IRA),Assassination,Military,Firearms
